id,name,city,state_x,zip,holeCount,rating,latitude,longitude,Modified,Comments,state_y,zipcode,total_pop,total_income,country,avg_income,cityURL,county_original,latstr,lonstr,county
adventist-discovery-park,Adventist DISCovery Park,Opelika,Alabama,36804,3,,32.6454116,-85.3782795,no,none,AL,36804,8240,417346,USA,50648.786407767,Opelika,Lee County,32.6454116,-85.3782795,Lee County
agape-disc-golf-course,Agape Disc Golf Course,Scottsboro,Alabama,35769,9,,34.6228192,-86.0806919,no,none,AL,35769,4170,316625,USA,75929.25659472423,Scottsboro,Jackson County,34.6228192,-86.0806919,Jackson County
aggieland-disc-golf,Aggieland Disc Golf,Hamilton,Alabama,35570,18,,34.142323499999996,-87.98864379999998,no,none,AL,35570,3930,174684,USA,44448.85496183206,Hamilton,Marion County,34.142323499999996,-87.98864379999998,Marion County
agricultural-heritage-park,Agricultural Heritage Park,Auburn,Alabama,36830,9,,32.5944595,-85.4923344,no,none,AL,36830,16600,1485585,USA,89493.07228915663,Auburn,Lee County,32.5944595,-85.4923344,Lee County
arab-city-park-844-shoal-creek-trail-35016,Arab City Park,Arab,Alabama,35016,18,,34.31783529999999,-86.48182779999998,no,none,AL,35016,7210,385033,USA,53402.63522884882,Arab,Marshall County,34.31783529999999,-86.48182779999998,Marshall County
asbury-umc-disc-golf-course,Asbury UMC Disc Golf Course,Madison,Alabama,35758,9,,34.7345,-86.703071,no,none,AL,35758,21560,2066909,USA,95867.76437847863,Madison,Madison County,34.7345,-86.703071,Madison County
dublin-park,Dublin Park,Madison,Alabama,35758,9,2.0,34.709354600000005,-86.73516590000001,no,none,AL,35758,21560,2066909,USA,95867.76437847863,Madison,Madison County,34.709354600000005,-86.73516590000001,Madison County
athens-state-university,Athens State University,Athens,Alabama,35611,9,,34.8055801,-86.9645309,no,none,AL,35611,10330,514537,USA,49809.97095837367,Athens,Limestone County,34.8055801,-86.9645309,Limestone County
sportsplex,Sportsplex,Athens,Alabama,35611,19,4.0,34.8144585,-86.941128,no,none,AL,35611,10330,514537,USA,49809.97095837367,Athens,Limestone County,34.8144585,-86.941128,Limestone County
auburn-university-montgomery-aum,Auburn University Montgomery (AUM),Montgomery,Alabama,36117,22,,32.3697457,-86.17665840000002,no,none,AL,36117,22550,1696025,USA,75211.75166297118,Montgomery,Montgomery County,32.3697457,-86.17665840000002,Montgomery County
baker-high-school,Baker High School,Mobile,Alabama,36608,9,,30.6695103,-88.25222149999998,no,none,AL,36608,15650,1313695,USA,83942.17252396166,Mobile,Mobile County,30.6695103,-88.25222149999998,Mobile County
langan-municipal-park,Langan Municipal Park,Mobile,Alabama,36608,19,3.0,30.7062075,-88.1596322,no,none,AL,36608,15650,1313695,USA,83942.17252396166,Mobile,Mobile County,30.7062075,-88.1596322,Mobile County
municipal-red,Municipal Red Disc Golf Course,Mobile,Alabama,36608,18,,30.6986962,-88.18445600000004,no,none,AL,36608,15650,1313695,USA,83942.17252396166,Mobile,Mobile County,30.6986962,-88.18445600000004,Mobile County
spring-hill-college-disc-golf-course,Spring Hill College Disc Golf Course,Mobile,Alabama,36608,18,,30.6915278,-88.137679,no,none,AL,36608,15650,1313695,USA,83942.17252396166,Mobile,Mobile County,30.6915278,-88.137679,Mobile County
university-south-alabama,University of South Alabama,Mobile,Alabama,36608,18,,30.6959406,-88.184236,no,none,AL,36608,15650,1313695,USA,83942.17252396166,Mobile,Mobile County,30.6959406,-88.184236,Mobile County
bowers-park,Bowers Park,Tuscaloosa,Alabama,35405,18,4.0,33.1771041,-87.5113813,no,none,AL,35405,18530,928260,USA,50094.98111171073,Tuscaloosa,Tuscaloosa County,33.1771041,-87.5113813,Tuscaloosa County
brahan-springs-park,Brahan Springs Park,Huntsville,Alabama,35805,18,3.0,34.7053182,-86.6003214,no,none,AL,35805,7820,218090,USA,27888.746803069054,Huntsville,Madison County,34.7053182,-86.6003214,Madison County
calhoun-huntsville-campus-disc-golf-course,Calhoun Huntsville Campus Disc Golf Course,Huntsville,Alabama,35805,6,,34.6824569,-86.6387445,no,none,AL,35805,7820,218090,USA,27888.746803069054,Huntsville,Madison County,34.6824569,-86.6387445,Madison County
drake-springs,Drake Springs,Huntsville,Alabama,35805,9,,34.7053182,-86.6003214,no,none,AL,35805,7820,218090,USA,27888.746803069054,Huntsville,Madison County,34.7053182,-86.6003214,Madison County
mirabeau-apartments,Mirabeau Apartments,Huntsville,Alabama,35805,9,,34.71293,-86.5957977,no,none,AL,35805,7820,218090,USA,27888.746803069054,Huntsville,Madison County,34.71293,-86.5957977,Madison County
univ-ala-huntsville-uah,Univ. of Ala. Huntsville (UAH),Huntsville,Alabama,35805,18,,34.725130799999995,-86.63989509999998,no,none,AL,35805,7820,218090,USA,27888.746803069054,Huntsville,Madison County,34.725130799999995,-86.63989509999998,Madison County
brush-creek-park,Brush Creek Park,Waterloo,Alabama,35677,18,,34.9039299,-87.98813740000001,no,none,AL,35677,710,30781,USA,43353.52112676056,Waterloo,Lauderdale County,34.9039299,-87.98813740000001,Lauderdale County
burnt-corn-creek-park,Burnt Corn Creek Park,Brewton,Alabama,36426,9,4.0,31.1538647,-87.0857914,no,none,AL,36426,5590,262530,USA,46964.22182468695,Brewton,Escambia County,31.1538647,-87.0857914,Escambia County
camp-127,Camp 1:27,Clanton,Alabama,35046,18,4.0,32.849250899999994,-86.51573909999998,no,none,AL,35046,2320,144501,USA,62284.91379310345,Clanton,Chilton County,32.849250899999994,-86.51573909999998,Chilton County
capital-city-disc-golf-course-0,Capital City Disc Golf Course,St. Stephens,Alabama,36569,18,,31.5561333,-88.0376136,no,none,AL,36569,310,17037,USA,54958.06451612903,St.%20Stephens,Washington County,31.5561333,-88.0376136,Washington County
casture-pattle-dgc,Casture Pattle Disc Golf Course,Lanett,Alabama,36863,18,4.0,32.8475631,-85.2552697,no,none,AL,36863,4620,186669,USA,40404.545454545456,Lanett,Chambers County,32.8475631,-85.2552697,Chambers County
chapman-pines-disc-golf-course,Chapman Pines Disc Golf Course,Huntsville,Alabama,35811,18,,34.773416499999996,-86.5473357,no,none,AL,35811,12780,824683,USA,64529.186228482,Huntsville,Madison County,34.773416499999996,-86.5473357,Madison County
chickasabogue-county-park-new-ridge,Chickasabogue County Park - New Ridge,Eight Mile,Alabama,36613,18,,30.77921760000001,-88.1072892,no,none,AL,36613,4680,178405,USA,38120.72649572649,Eight%20Mile,Mobile County,30.77921760000001,-88.1072892,Mobile County
chickasabogue-county-park,Chickasabogue County Park - Original,Eight Mile,Alabama,36613,18,4.0,30.77921760000001,-88.1072892,no,none,AL,36613,4680,178405,USA,38120.72649572649,Eight%20Mile,Mobile County,30.77921760000001,-88.1072892,Mobile County
university-mobile-disc-golf-course,University of Mobile Disc Golf Course,Eight Mile,Alabama,36613,18,,30.7937662,-88.1319775,no,none,AL,36613,4680,178405,USA,38120.72649572649,Eight%20Mile,Mobile County,30.7937662,-88.1319775,Mobile County
chickasaw-community-park,Chickasaw Community Park,Chickasaw,Alabama,36611,18,4.0,30.76483,-88.07426509999998,no,none,AL,36611,2450,79025,USA,32255.102040816328,Chickasaw,Mobile County,30.76483,-88.07426509999998,Mobile County
choccolocco-park,Choccolocco Park,Oxford,Alabama,36203,18,,33.600643299999994,-85.7865571,no,none,AL,36203,8400,446148,USA,53112.85714285714,Oxford,Calhoun County,33.600643299999994,-85.7865571,Calhoun County
citronelle-municipal-park,Citronelle Municipal Park,Citronelle,Alabama,36522,18,5.0,31.066846999999996,-88.3166768,no,none,AL,36522,2720,129102,USA,47463.970588235294,Citronelle,Mobile County,31.066846999999996,-88.3166768,Mobile County
clanton-disc-golf-course,Clanton Disc Golf Course,Clanton,Alabama,35045,18,4.0,32.8434961,-86.62691679999998,no,none,AL,35045,5570,279193,USA,50124.41651705565,Clanton,Chilton County,32.8434961,-86.62691679999998,Chilton County
clay-disc-golf-course,Clay Disc Golf Course,Clay,Alabama,35126,21,,33.7142894,-86.57751040000002,no,none,AL,35126,9540,510996,USA,53563.522012578615,Clay,Jefferson County,33.7142894,-86.57751040000002,Jefferson County
pinson-bicentennial-park,Pinson Bicentennial Park,Pinson,Alabama,35126,18,,33.68376,-86.68419399999998,yes,zip from 35126al to 35126,AL,35126,9540,510996,USA,53563.522012578615,Pinson,Jefferson County,33.68376,-86.68419399999998,Jefferson County
cottage-hill-park,Cottage Hill Park,Mobile,Alabama,36695,18,3.0,30.656448699999995,-88.1858075,no,none,AL,36695,21810,1495936,USA,68589.45437872536,Mobile,Mobile County,30.656448699999995,-88.1858075,Mobile County
creola-city-park,Creola City Park,Creola,Alabama,36525,18,,30.8920993,-88.0378195,no,none,AL,36525,810,44403,USA,54818.51851851852,Creola,Mobile County,30.8920993,-88.0378195,Mobile County
daphne-central-park,Daphne Central Park,Daphne,Alabama,36526,18,5.0,30.6488356,-87.9027959,no,none,AL,36526,15800,1209247,USA,76534.62025316454,Daphne,Baldwin County,30.6488356,-87.9027959,Baldwin County
diamond-disc-golf,Diamond Disc Golf,Cottonwood,Alabama,36320,9,,31.0699391,-85.37537009999998,no,none,AL,36320,1360,56416,USA,41482.35294117647,Cottonwood,Houston County,31.0699391,-85.37537009999998,Houston County
disc-golf-kymulga,Disc Golf Kymulga,Childersburg,Alabama,35044,18,,33.6302375,-86.6022886,no,none,AL,35044,3110,139751,USA,44936.01286173634,Childersburg,Jefferson County,33.6302375,-86.6022886,Jefferson County
elkahatchee-state-park,Elkahatchee State Park,Alexander City,Alabama,35010,9,3.0,32.926169,-85.9663895,no,none,AL,35010,7840,410413,USA,52348.59693877551,Alexander%20City,Tallapoosa County,32.926169,-85.9663895,Tallapoosa County
fairhope-municipal-park,Fairhope Municipal Park,Fairhope,Alabama,36532,20,5.0,30.524033399999997,-87.912181,no,none,AL,36532,14800,1416766,USA,95727.43243243244,Fairhope,Baldwin County,30.524033399999997,-87.912181,Baldwin County
fairview-park-disc-golf-course,Fairview Park Disc Golf Course,Fairview,Alabama,35058,18,3.0,34.2530802,-86.68875030000002,no,none,AL,35058,4230,235723,USA,55726.47754137116,Fairview,Cullman County,34.2530802,-86.68875030000002,Cullman County
faith-church,Faith Church,Florence,Alabama,35634,3,,34.8434384,-87.59981040000002,no,none,AL,35634,4560,359335,USA,78801.5350877193,Florence,Lauderdale County,34.8434384,-87.59981040000002,Lauderdale County
faulkner-state-community-college,Faulkner State Community College,Bay Minette,Alabama,36507,18,,30.8516838,-87.77735600000004,no,none,AL,36507,8040,411709,USA,51207.58706467661,Bay%20Minette,Baldwin County,30.8516838,-87.77735600000004,Baldwin County
first-baptist-church-robertsdale,First Baptist Church of Robertsdale,Robertsdale,Alabama,36567,9,,30.547285100000003,-87.7139716,no,none,AL,36567,5880,285120,USA,48489.79591836735,Robertsdale,Baldwin County,30.547285100000003,-87.7139716,Baldwin County
flying-dragon-disc-golf-course,Flying Dragon Disc Golf Course,Decatur,Alabama,35603,18,,34.5658725,-87.04087750000002,no,none,AL,35603,14270,977588,USA,68506.51716888577,Decatur,Morgan County,34.5658725,-87.04087750000002,Morgan County
fort-rucker-flying-disc-golf-course,Fort Rucker Flying Disc Golf Course,Fort Rucker,Alabama,36362,18,5.0,31.335895500000003,-85.7051467,no,none,AL,36362,1400,74744,USA,53388.571428571435,Fort%20Rucker,Dale County,31.335895500000003,-85.7051467,Dale County
freedom-hills-disc-golf-course,Freedom Hills Disc Golf Course,Red Bay,Alabama,35582,9,,34.440105700000004,-88.1128152,no,none,AL,35582,1620,88251,USA,54475.92592592593,Red%20Bay,Franklin County,34.440105700000004,-88.1128152,Franklin County
gattman-park,Gattman Park,Muscle Shoals,Alabama,35661,9,,34.738670500000005,-87.65804809999999,no,none,AL,35661,7940,504595,USA,63551.00755667506,Muscle%20Shoals,Colbert County,34.738670500000005,-87.65804809999999,Colbert County
george-ward-park,George Ward Park,Birmingham,Alabama,35205,24,4.0,33.4878408,-86.8199633,no,none,AL,35205,7590,493898,USA,65072.20026350461,Birmingham,Jefferson County,33.4878408,-86.8199633,Jefferson County
golden-bear-dgc,Golden Bear DGC,Lexington,Alabama,35648,9,,34.96925,-87.3711316,no,none,AL,35648,1570,80219,USA,51094.90445859873,Lexington,Lauderdale County,34.96925,-87.3711316,Lauderdale County
greenbrier-woods,Greenbrier Woods,Madison,Alabama,35756,9,,34.7109417,-86.80508640000002,no,none,AL,35756,9130,823429,USA,90189.3756845564,Madison,Limestone County,34.7109417,-86.80508640000002,Limestone County
rustic-youth-camp,Greg Carter Memorial Course,Russellville,Alabama,35653,18,,33.6373544,-86.59688009999998,no,none,AL,35653,4410,200184,USA,45393.197278911575,Russellville,Jefferson County,33.6373544,-86.59688009999998,Jefferson County
greg-carter-memorial-disc-golf-course,Greg Carter Memorial Disc Golf Course,Trussville,Alabama,35173,18,4.0,33.6373544,-86.59688009999998,no,none,AL,35173,13140,1206986,USA,91855.85996955859,Trussville,Jefferson County,33.6373544,-86.59688009999998,Jefferson County
john-lemaster-memorial-dgc,John Lemaster Memorial Disc Golf Course,Trussville,Alabama,35173,18,5.0,33.6302375,-86.6022886,no,none,AL,35173,13140,1206986,USA,91855.85996955859,Trussville,Jefferson County,33.6302375,-86.6022886,Jefferson County
ha-alexander-park,H.A. Alexander Park,Moulton,Alabama,35650,18,,34.4815342,-87.3062929,no,none,AL,35650,5450,274852,USA,50431.55963302752,Moulton,Lawrence County,34.4815342,-87.3062929,Lawrence County
halawaka-park,Halawaka Park,Salem,Alabama,36874,18,3.0,32.5968028,-85.2385527,no,none,AL,36874,3660,219136,USA,59873.22404371585,Salem,Lee County,32.5968028,-85.2385527,Lee County
heritage-park-1,Heritage Park,Cullman,Alabama,35055,18,4.0,34.15642929999999,-86.842815,no,none,AL,35055,8060,452074,USA,56088.58560794045,Cullman,Cullman County,34.15642929999999,-86.842815,Cullman County
honda-park-disc-golf-course,Honda Park Disc Golf Course,Lincoln,Alabama,35096,18,,33.6059757,-86.12589109999998,no,none,AL,35096,3450,187502,USA,54348.40579710145,Lincoln,Talladega County,33.6059757,-86.12589109999998,Talladega County
hurricane-alley-discgolfcourse,Hurricane Alley Disc Golf Course,Irvington,Alabama,36544,9,,30.6986962,-88.18445600000004,no,none,AL,36544,4400,188446,USA,42828.63636363637,Irvington,Mobile County,30.6986962,-88.18445600000004,Mobile County
indian-creek-disc-golf-course,Indian Creek Disc Golf Course,Huntsville,Alabama,35806,20,3.0,34.7345,-86.703071,no,none,AL,35806,12190,919055,USA,75394.17555373258,Huntsville,Madison County,34.7345,-86.703071,Madison County
inverness-disc-golf-park,Inverness Disc Golf Park,Birmingham,Alabama,35242,18,4.0,33.4183388,-86.71488670000002,no,none,AL,35242,25910,3749843,USA,144725.70436125048,Birmingham,Shelby County,33.4183388,-86.71488670000002,Shelby County
ivan-k-hill-park,Ivan K. Hill Disc Golf Course ,Winfield,Alabama,35594,18,5.0,33.9362633,-87.8084416,no,none,AL,35594,2880,150392,USA,52219.444444444445,Winfield,Marion County,33.9362633,-87.8084416,Marion County
jacksonville-community-disc-golf-course,Jacksonville Community Disc Golf Course,Jacksonville,Alabama,36265,9,1.0,33.811339399999994,-85.772768,no,none,AL,36265,7620,385187,USA,50549.475065616796,Jacksonville,Calhoun County,33.811339399999994,-85.772768,Calhoun County
joe-wheeler-state-park,Joe Wheeler State Park,Rogersville,Alabama,35652,18,,34.8256425,-87.2947417,no,none,AL,35652,3470,204063,USA,58807.78097982709,Rogersville,Lauderdale County,34.8256425,-87.2947417,Lauderdale County
john-hunt-park,John Hunt Park,Huntsville,Alabama,35802,18,1.0,34.6897827,-86.5875803,no,none,AL,35802,11470,1099678,USA,95874.28073234526,Huntsville,Madison County,34.6897827,-86.5875803,Madison County
logan-park,Kent Robertson Park,Huntsville,Alabama,35802,6,,34.6582711,-86.5807626,no,none,AL,35802,11470,1099678,USA,95874.28073234526,Huntsville,Madison County,34.6582711,-86.5807626,Madison County
kudzu-cove-disc-golf-course,Kudzu Cove Disc Golf Course,Guntersville,Alabama,35976,18,,34.407129600000005,-86.2493598,no,none,AL,35976,7080,482190,USA,68105.93220338984,Guntersville,Marshall County,34.407129600000005,-86.2493598,Marshall County
lake-ellis-disc-golf-course,Lake Ellis Disc Golf Course,Chatom,Alabama,36518,18,,31.4651653,-88.25445570000002,no,none,AL,36518,1010,65631,USA,64981.188118811886,Chatom,Washington County,31.4651653,-88.25445570000002,Washington County
lake-point-park,Lake Point Park,Heflin,Alabama,36264,18,4.0,33.6472706,-85.6022306,no,none,AL,36264,3400,176324,USA,51860.0,Heflin,Cleburne County,33.6472706,-85.6022306,Cleburne County
lakeside-disc-golf-veterans-memorial-park,Lakeside Disc Golf at Veterans Memorial Park,Florence,Alabama,35630,18,5.0,34.811336299999994,-87.6229231,no,none,AL,35630,12550,574613,USA,45785.896414342635,Florence,Lauderdale County,34.811336299999994,-87.6229231,Lauderdale County
mcfarland-park-disc-golf,McFarland Park Disc Golf,Florence,Alabama,35630,18,4.0,34.7838951,-87.684,no,none,AL,35630,12550,574613,USA,45785.896414342635,Florence,Lauderdale County,34.7838951,-87.684,Lauderdale County
lakeview-country-club,Lakeview Country Club,McCalla,Alabama,35111,18,5.0,33.2810418,-87.1391386,no,none,AL,35111,7290,481018,USA,65983.26474622771,McCalla,Tuscaloosa County,33.2810418,-87.1391386,Tuscaloosa County
lifepoint-disc-golf-course,Lifepoint Disc Golf Course,Albertville,Alabama,35950,9,,34.283414,-86.2286646,no,none,AL,35950,8600,360905,USA,41965.69767441861,Albertville,Marshall County,34.283414,-86.2286646,Marshall County
live-oak-landing,Live Oak Landing,Stockton,Alabama,36579,18,,30.9587292,-87.8707645,no,none,AL,36579,690,39293,USA,56946.3768115942,Stockton,Baldwin County,30.9587292,-87.8707645,Baldwin County
magnolia-links,Magnolia Links,Mount Olive,Alabama,35117,18,4.0,33.6356716,-86.86580119999998,no,none,AL,35117,2710,180055,USA,66440.95940959407,Mount%20Olive,Jefferson County,33.6356716,-86.86580119999998,Jefferson County
major-creek-crossing,Major Creek Crossing,Montgomery,Alabama,36109,10,1.0,32.3898033,-86.3947661,no,none,AL,36109,11060,553570,USA,50051.537070524406,Montgomery,Montgomery County,32.3898033,-86.3947661,Montgomery County
mastin-lake,Mastin Lake,Huntsville,Alabama,35810,18,3.0,34.7712563,-86.61595140000001,no,none,AL,35810,13430,472617,USA,35191.13924050633,Huntsville,Madison County,34.7712563,-86.61595140000001,Madison County
monte-sano-state-park,Monte Sano State Park,Huntsville,Alabama,35801,18,4.0,34.7399425,-86.5118155,no,none,AL,35801,10480,1320028,USA,125956.87022900766,Huntsville,Madison County,34.7399425,-86.5118155,Madison County
mrag-disc-golf-course,MRAG Disc Golf Course,Mobile,Alabama,36618,18,,30.6986962,-88.18445600000004,no,none,AL,36618,7560,309460,USA,40933.86243386243,Mobile,Mobile County,30.6986962,-88.18445600000004,Mobile County
new-hope-city-park-disc-golf-course,New Hope City Park Disc Golf Course,New Hope,Alabama,35760,18,,34.320680100000004,-86.48116590000002,no,none,AL,35760,2110,112390,USA,53265.402843601885,New%20Hope,Marshall County,34.320680100000004,-86.48116590000002,Marshall County
north-jasper-park,North Jasper Park,Jasper,Alabama,35503,18,,33.8826856,-87.28966159999996,no,none,AL,35503,3330,171923,USA,51628.528528528535,Jasper,Walker County,33.8826856,-87.28966159999996,Walker County
ol-colony-disc-golf-course,Ol' Colony Disc Golf Course,Tuscaloosa,Alabama,35406,18,,33.2568198,-87.5373611,no,none,AL,35406,6970,1011606,USA,145137.15925394546,Tuscaloosa,Tuscaloosa County,33.2568198,-87.5373611,Tuscaloosa County
oliver-park-disc-golf-course,Oliver Park Disc Golf Course,Calera,Alabama,35040,18,,33.0947617,-86.7659345,no,none,AL,35040,7880,451614,USA,57311.42131979697,Calera,Shelby County,33.0947617,-86.7659345,Shelby County
oscar-johnson-park,Oscar Johnson Park,Silverhill,Alabama,36576,5,,30.54616930000001,-87.7363276,no,none,AL,36576,2130,113199,USA,53145.070422535195,Silverhill,Baldwin County,30.54616930000001,-87.7363276,Baldwin County
osprey-disc-golf-course,Osprey Disc Golf Course,Orange Beach,Alabama,36561,9,3.0,30.294119199999997,-87.5485099,no,none,AL,36561,4160,402629,USA,96785.81730769233,Orange%20Beach,Baldwin County,30.294119199999997,-87.5485099,Baldwin County
palmore-park,Palmore Park,Tuscaloosa,Alabama,35401,18,,33.1792309,-87.6054429,no,none,AL,35401,9970,356339,USA,35741.123370110334,Tuscaloosa,Tuscaloosa County,33.1792309,-87.6054429,Tuscaloosa County
patriot-hills-0,Patriot Hills,Somerville,Alabama,35670,10,,34.4731491,-86.798612,no,none,AL,35670,3190,175126,USA,54898.43260188088,Somerville,Morgan County,34.4731491,-86.798612,Morgan County
graham-creek-pecan-hollow,Pecan Hollow at Graham Creek Nature Preserve,Foley,Alabama,36542,18,5.0,30.347877,-87.6325522,no,none,AL,36542,6970,451137,USA,64725.53802008608,Foley,Baldwin County,30.347877,-87.6325522,Baldwin County
quail-creek-one-disc-golf-course,Quail Creek One Disc Golf Course,Hartselle,Alabama,35640,18,,34.3867761,-86.8659449,no,none,AL,35640,10810,656758,USA,60754.67160037003,Hartselle,Morgan County,34.3867761,-86.8659449,Morgan County
sparkman-park-lakeside,Sparkman Park - Lakeside,Hartselle,Alabama,35640,18,,34.427332,-86.93580909999999,no,none,AL,35640,10810,656758,USA,60754.67160037003,Hartselle,Morgan County,34.427332,-86.93580909999999,Morgan County
sparkman-park,Sparkman Park - Original,Hartselle,Alabama,35640,18,2.0,34.4276961,-86.9354237,no,none,AL,35640,10810,656758,USA,60754.67160037003,Hartselle,Morgan County,34.4276961,-86.9354237,Morgan County
rainbow-city-disc-golf-course,Rainbow City Disc Golf Course,Rainbow City,Alabama,35906,18,4.0,33.9384231,-86.0731048,no,none,AL,35906,4440,244166,USA,54992.34234234234,Rainbow%20City,Etowah County,33.9384231,-86.0731048,Etowah County
redstone-arsenal,Redstone Arsenal,Huntsville,Alabama,35808,21,4.0,34.695084200000004,-86.6510329,no,none,AL,35808,430,41463,USA,96425.58139534883,Huntsville,Madison County,34.695084200000004,-86.6510329,Madison County
revelation-mountain,Revelation Mountain,Pell City,Alabama,35125,18,,33.628853799999995,-86.2767995,no,none,AL,35125,4460,205579,USA,46093.94618834081,Pell%20City,St. Clair County,33.628853799999995,-86.2767995,St. Clair County
semmes-middle-school,Semmes Middle School,Semmes,Alabama,36575,9,,30.7860988,-88.29127270000002,no,none,AL,36575,8660,458579,USA,52953.69515011547,Semmes,Mobile County,30.7860988,-88.29127270000002,Mobile County
admiral,The Admiral,Semmes,Alabama,36575,18,,30.751592699999996,-88.2351695,no,none,AL,36575,8660,458579,USA,52953.69515011547,Semmes,Mobile County,30.751592699999996,-88.2351695,Mobile County
shocco-springs,Shocco Springs,Talladega,Alabama,35160,9,,33.4560905,-86.13885570000002,no,none,AL,35160,9610,410515,USA,42717.48178980229,Talladega,Talladega County,33.4560905,-86.13885570000002,Talladega County
smiths-station-disc-golf-course,Smiths Station Disc Golf Course,Smiths Station,Alabama,36877,18,,32.521925800000005,-85.1178105,no,none,AL,36877,5060,280151,USA,55365.81027667983,Smiths%20Station,Lee County,32.521925800000005,-85.1178105,Lee County
southside-park-0,Southside Park,Huntsville,Alabama,35803,18,,34.5998105,-86.54593100000002,no,none,AL,35803,13730,1108672,USA,80748.14275309541,Huntsville,Madison County,34.5998105,-86.54593100000002,Madison County
spring-street-disc-golf-course,Spring Street Disc Golf Course,Adamsville,Alabama,35005,9,,33.5973369,-86.9588714,no,none,AL,35005,3190,130555,USA,40926.33228840125,Adamsville,Jefferson County,33.5973369,-86.9588714,Jefferson County
springhill-hobbit-disc-golf-course,Springhill Hobbit Disc Golf Course,Mobile,Alabama,36607,18,1.0,30.6986962,-88.18445600000004,no,none,AL,36607,2500,157305,USA,62922.0,Mobile,Mobile County,30.6986962,-88.18445600000004,Mobile County
stapleton-school-disc-golf-course,Stapleton School Disc Golf Course,Stapleton,Alabama,36578,9,,30.6488356,-87.9027959,no,none,AL,36578,870,53033,USA,60957.471264367814,Stapleton,Baldwin County,30.6488356,-87.9027959,Baldwin County
steele-creek,Steele Creek,Satsuma,Alabama,36572,9,,30.8627794,-88.0666769,no,none,AL,36572,2960,187881,USA,63473.31081081081,Satsuma,Mobile County,30.8627794,-88.0666769,Mobile County
taylor-disc-golf-course,Taylor Disc Golf Course,Taylor,Alabama,36301,9,,31.1605999,-85.4685021,no,none,AL,36301,15550,750238,USA,48246.81672025724,Taylor,Houston County,31.1605999,-85.4685021,Houston County
eagle-disc-golf-course,The Eagle Disc Golf Course,Jasper,Alabama,35504,18,,33.852593,-87.26149620000002,no,none,AL,35504,5260,342415,USA,65097.90874524715,Jasper,Walker County,33.852593,-87.26149620000002,Walker County
valley-disc-golf-course-0,Valley Junior High Disc Golf Course,Jasper,Alabama,35504,12,,33.826605799999996,-87.1776186,no,none,AL,35504,5260,342415,USA,65097.90874524715,Jasper,Walker County,33.826605799999996,-87.1776186,Walker County
hangar,The Hangar at Robert Cardinal Park,Tuscaloosa,Alabama,35473,18,,33.2235187,-87.6117253,no,none,AL,35473,7250,447488,USA,61722.482758620674,Tuscaloosa,Tuscaloosa County,33.2235187,-87.6117253,Tuscaloosa County
eastgate-park,The Oaks at Eastgate Park,Ashford,Alabama,36312,18,,31.160526500000003,-85.3202995,no,none,AL,36312,2480,127076,USA,51240.32258064517,Ashford,Houston County,31.160526500000003,-85.3202995,Houston County
outback,The Outback at Central Park Baptist,Decatur,Alabama,35601,9,,34.5815254,-87.0202958,no,none,AL,35601,13500,659712,USA,48867.555555555555,Decatur,Morgan County,34.5815254,-87.0202958,Morgan County
prairie-graham-creek-nature-preserve,The Prairie at Graham Creek Nature Preserve,Foley,Alabama,36535,18,5.0,30.348520299999997,-87.61774390000002,no,none,AL,36535,14000,673450,USA,48103.571428571435,Foley,Baldwin County,30.348520299999997,-87.61774390000002,Baldwin County
preserve-graham-creek-nature-preserve,The Preserve at Graham Creek Nature Preserve,Foley,Alabama,36535,18,5.0,30.347877,-87.6325522,no,none,AL,36535,14000,673450,USA,48103.571428571435,Foley,Baldwin County,30.347877,-87.6325522,Baldwin County
ridge,The Ridge,Springville,Alabama,35146,18,,33.8129309,-86.4973193,no,none,AL,35146,4620,322554,USA,69816.88311688311,Springville,St. Clair County,33.8129309,-86.4973193,St. Clair County
river-course,The River Course,Phenix City,Alabama,36867,18,3.0,32.4706839,-84.99887779999997,no,none,AL,36867,8660,409178,USA,47249.191685912236,Phenix%20City,Russell County,32.4706839,-84.99887779999997,Russell County
tiger-trail-u-w-alabama,The Tiger Trail at U of W. Alabama,Livingston,Alabama,35470,18,,32.5950799,-88.18452540000001,no,none,AL,35470,1860,81738,USA,43945.161290322576,Livingston,Sumter County,32.5950799,-88.18452540000001,Sumter County
tumble-tree-disc-golf-course,Tumble Tree Disc Golf Course,Opelika,Alabama,36801,18,4.0,32.6751084,-85.34950450000002,no,none,AL,36801,9790,559225,USA,57122.0633299285,Opelika,Lee County,32.6751084,-85.34950450000002,Lee County
university-montevallo,University of Montevallo,Montevallo,Alabama,35115,18,,33.106718699999995,-86.86541679999998,no,none,AL,35115,5350,254473,USA,47565.04672897196,Montevallo,Shelby County,33.106718699999995,-86.86541679999998,Shelby County
veterans-park-dgc-2,Veterans Park DGC,Alabaster,Alabama,35007,18,,33.1865441,-86.8281571,no,none,AL,35007,12050,743431,USA,61695.51867219918,Alabaster,Shelby County,33.1865441,-86.8281571,Shelby County
wallace-state-community-college,Wallace State Community College,Hanceville,Alabama,35057,18,,34.059845,-86.7695439,no,none,AL,35057,5330,312812,USA,58688.93058161352,Hanceville,Cullman County,34.059845,-86.7695439,Cullman County
