id,name,city,state,zip,holeCount,rating,latitude,longitude,Modified,Comments
adventist-discovery-park,Adventist DISCovery Park,"Opelika ",Alabama,36804,3,,32.6454116,-85.3782795,no,none
agape-disc-golf-course,Agape Disc Golf Course,"Scottsboro ",Alabama,35769,9,,34.6228192,-86.0806919,no,none
aggieland-disc-golf,Aggieland Disc Golf,"Hamilton ",Alabama,35570,18,,34.1423235,-87.9886438,no,none
agricultural-heritage-park,Agricultural Heritage Park,"Auburn ",Alabama,36830,9,,32.5944595,-85.4923344,no,none
arab-city-park-844-shoal-creek-trail-35016,Arab City Park,"Arab ",Alabama,35016,18,,34.3178353,-86.4818278,no,none
asbury-umc-disc-golf-course,Asbury UMC Disc Golf Course,"Madison ",Alabama,35758,9,,34.7345,-86.703071,no,none
athens-state-university,Athens State University,"Athens ",Alabama,35611,9,,34.8055801,-86.9645309,no,none
auburn-university-montgomery-aum,Auburn University Montgomery (AUM),"Montgomery ",Alabama,36117,22,,32.3697457,-86.1766584,no,none
baker-high-school,Baker High School," Mobile ",Alabama,36608,9,,30.6695103,-88.2522215,no,none
bowers-park,Bowers Park,"Tuscaloosa ",Alabama,35405,18,4,33.1771041,-87.5113813,no,none
brahan-springs-park,Brahan Springs Park,"Huntsville ",Alabama,35805,18,3,34.7053182,-86.6003214,no,none
brush-creek-park,Brush Creek Park,"Waterloo ",Alabama,35677,18,,34.9039299,-87.9881374,no,none
burnt-corn-creek-park,Burnt Corn Creek Park,"Brewton ",Alabama,36426,9,4,31.1538647,-87.0857914,no,none
calhoun-huntsville-campus-disc-golf-course,Calhoun Huntsville Campus Disc Golf Course,"Huntsville ",Alabama,35805,6,,34.6824569,-86.6387445,no,none
camp-127,Camp 1:27,"Clanton ",Alabama,35046,18,4,32.8492509,-86.5157391,no,none
capital-city-disc-golf-course-0,Capital City Disc Golf Course,"St. Stephens ",Alabama,36569,18,,31.5561333,-88.0376136,no,none
casture-pattle-dgc,Casture Pattle Disc Golf Course,"Lanett ",Alabama,36863,18,4,32.8475631,-85.2552697,no,none
chapman-pines-disc-golf-course,Chapman Pines Disc Golf Course,"Huntsville ",Alabama,35811,18,,34.7734165,-86.5473357,no,none
chickasabogue-county-park-new-ridge,Chickasabogue County Park - New Ridge,"Eight Mile ",Alabama,36613,18,,30.7792176,-88.1072892,no,none
chickasabogue-county-park,Chickasabogue County Park - Original,"Eight Mile ",Alabama,36613,18,4,30.7792176,-88.1072892,no,none
chickasaw-community-park,Chickasaw Community Park,"Chickasaw ",Alabama,36611,18,4,30.76483,-88.0742651,no,none
choccolocco-park,Choccolocco Park,"Oxford ",Alabama,36203,18,,33.6006433,-85.7865571,no,none
citronelle-municipal-park,Citronelle Municipal Park,"Citronelle ",Alabama,36522,18,5,31.066847,-88.3166768,no,none
clanton-disc-golf-course,Clanton Disc Golf Course,"Clanton ",Alabama,35045,18,4,32.8434961,-86.6269168,no,none
clay-disc-golf-course,Clay Disc Golf Course,"Clay ",Alabama,35126,21,,33.7142894,-86.5775104,no,none
cottage-hill-park,Cottage Hill Park,"Mobile ",Alabama,36695,18,3,30.6564487,-88.1858075,no,none
creola-city-park,Creola City Park,"Creola ",Alabama,36525,18,,30.8920993,-88.0378195,no,none
daphne-central-park,Daphne Central Park,"Daphne ",Alabama,36526,18,5,30.6488356,-87.9027959,no,none
diamond-disc-golf,Diamond Disc Golf,"Cottonwood ",Alabama,36320,9,,31.0699391,-85.3753701,no,none
disc-golf-kymulga,Disc Golf Kymulga,"Childersburg ",Alabama,35044,18,,33.6302375,-86.6022886,no,none
drake-springs,Drake Springs,"Huntsville ",Alabama,35805,9,,34.7053182,-86.6003214,no,none
dublin-park,Dublin Park,"Madison ",Alabama,35758,9,2,34.7093546,-86.7351659,no,none
elkahatchee-state-park,Elkahatchee State Park,"Alexander City ",Alabama,35010,9,3,32.926169,-85.9663895,no,none
fairhope-municipal-park,Fairhope Municipal Park,"Fairhope ",Alabama,36532,20,5,30.5240334,-87.912181,no,none
fairview-park-disc-golf-course,Fairview Park Disc Golf Course,"Fairview ",Alabama,35058,18,3,34.2530802,-86.6887503,no,none
faith-church,Faith Church,"Florence ",Alabama,35634,3,,34.8434384,-87.5998104,no,none
faulkner-state-community-college,Faulkner State Community College,"Bay Minette ",Alabama,36507,18,,30.8516838,-87.777356,no,none
first-baptist-church-robertsdale,First Baptist Church of Robertsdale,"Robertsdale ",Alabama,36567,9,,30.5472851,-87.7139716,no,none
flying-dragon-disc-golf-course,Flying Dragon Disc Golf Course,"Decatur ",Alabama,35603,18,,34.5658725,-87.0408775,no,none
fort-rucker-flying-disc-golf-course,Fort Rucker Flying Disc Golf Course,"Fort Rucker ",Alabama,36362,18,5,31.3358955,-85.7051467,no,none
freedom-hills-disc-golf-course,Freedom Hills Disc Golf Course,"Red Bay ",Alabama,35582,9,,34.4401057,-88.1128152,no,none
gattman-park,Gattman Park,"Muscle Shoals ",Alabama,35661,9,,34.7386705,-87.6580481,no,none
george-ward-park,George Ward Park,"Birmingham ",Alabama,35205,24,4,33.4878408,-86.8199633,no,none
golden-bear-dgc,Golden Bear DGC,"Lexington ",Alabama,35648,9,,34.96925,-87.3711316,no,none
greenbrier-woods,Greenbrier Woods,"Madison ",Alabama,35756,9,,34.7109417,-86.8050864,no,none
rustic-youth-camp,Greg Carter Memorial Course,"Russellville ",Alabama,35653,18,,33.6373544,-86.5968801,no,none
greg-carter-memorial-disc-golf-course,Greg Carter Memorial Disc Golf Course,"Trussville ",Alabama,35173,18,4,33.6373544,-86.5968801,no,none
ha-alexander-park,H.A. Alexander Park,"Moulton ",Alabama,35650,18,,34.4815342,-87.3062929,no,none
halawaka-park,Halawaka Park,"Salem ",Alabama,36874,18,3,32.5968028,-85.2385527,no,none
heritage-park-1,Heritage Park,"Cullman ",Alabama,35055,18,4,34.1564293,-86.842815,no,none
honda-park-disc-golf-course,Honda Park Disc Golf Course,"Lincoln ",Alabama,35096,18,,33.6059757,-86.1258911,no,none
hurricane-alley-discgolfcourse,Hurricane Alley Disc Golf Course,"Irvington ",Alabama,36544,9,,30.6986962,-88.184456,no,none
indian-creek-disc-golf-course,Indian Creek Disc Golf Course,"Huntsville ",Alabama,35806,20,3,34.7345,-86.703071,no,none
inverness-disc-golf-park,Inverness Disc Golf Park,"Birmingham ",Alabama,35242,18,4,33.4183388,-86.7148867,no,none
ivan-k-hill-park,"Ivan K. Hill Disc Golf Course ","Winfield ",Alabama,35594,18,5,33.9362633,-87.8084416,no,none
jacksonville-community-disc-golf-course,Jacksonville Community Disc Golf Course,"Jacksonville ",Alabama,36265,9,1,33.8113394,-85.772768,no,none
joe-wheeler-state-park,Joe Wheeler State Park,"Rogersville ",Alabama,35652,18,,34.8256425,-87.2947417,no,none
john-hunt-park,John Hunt Park,"Huntsville ",Alabama,35802,18,1,34.6897827,-86.5875803,no,none
john-lemaster-memorial-dgc,John Lemaster Memorial Disc Golf Course,"Trussville ",Alabama,35173,18,5,33.6302375,-86.6022886,no,none
logan-park,Kent Robertson Park,"Huntsville ",Alabama,35802,6,,34.6582711,-86.5807626,no,none
kudzu-cove-disc-golf-course,Kudzu Cove Disc Golf Course,"Guntersville ",Alabama,35976,18,,34.4071296,-86.2493598,no,none
lake-ellis-disc-golf-course,Lake Ellis Disc Golf Course,"Chatom ",Alabama,36518,18,,31.4651653,-88.2544557,no,none
lake-point-park,Lake Point Park,"Heflin ",Alabama,36264,18,4,33.6472706,-85.6022306,no,none
lakeside-disc-golf-veterans-memorial-park,Lakeside Disc Golf at Veterans Memorial Park,"Florence ",Alabama,35630,18,5,34.8113363,-87.6229231,no,none
lakeview-country-club,Lakeview Country Club,"McCalla ",Alabama,35111,18,5,33.2810418,-87.1391386,no,none
langan-municipal-park,Langan Municipal Park,"Mobile ",Alabama,36608,19,3,30.7062075,-88.1596322,no,none
lifepoint-disc-golf-course,Lifepoint Disc Golf Course,"Albertville ",Alabama,35950,9,,34.283414,-86.2286646,no,none
live-oak-landing,Live Oak Landing,"Stockton ",Alabama,36579,18,,30.9587292,-87.8707645,no,none
magnolia-links,Magnolia Links,"Mount Olive ",Alabama,35117,18,4,33.6356716,-86.8658012,no,none
major-creek-crossing,Major Creek Crossing,"Montgomery ",Alabama,36109,10,1,32.3898033,-86.3947661,no,none
mastin-lake,Mastin Lake,"Huntsville ",Alabama,35810,18,3,34.7712563,-86.6159514,no,none
mcfarland-park-disc-golf,McFarland Park Disc Golf,"Florence ",Alabama,35630,18,4,34.7838951,-87.684,no,none
mirabeau-apartments,Mirabeau Apartments,"Huntsville ",Alabama,35805,9,,34.71293,-86.5957977,no,none
monte-sano-state-park,Monte Sano State Park,"Huntsville ",Alabama,35801,18,4,34.7399425,-86.5118155,no,none
mrag-disc-golf-course,MRAG Disc Golf Course,"Mobile ",Alabama,36618,18,,30.6986962,-88.184456,no,none
municipal-red,Municipal Red Disc Golf Course,"Mobile ",Alabama,36608,18,,30.6986962,-88.184456,no,none
new-hope-city-park-disc-golf-course,New Hope City Park Disc Golf Course,"New Hope ",Alabama,35760,18,,34.3206801,-86.4811659,no,none
north-jasper-park,North Jasper Park,"Jasper ",Alabama,35503,18,,33.8826856,-87.2896616,no,none
ol-colony-disc-golf-course,Ol' Colony Disc Golf Course,"Tuscaloosa ",Alabama,35406,18,,33.2568198,-87.5373611,no,none
oliver-park-disc-golf-course,Oliver Park Disc Golf Course,"Calera ",Alabama,35040,18,,33.0947617,-86.7659345,no,none
oscar-johnson-park,Oscar Johnson Park,"Silverhill ",Alabama,36576,5,,30.5461693,-87.7363276,no,none
osprey-disc-golf-course,Osprey Disc Golf Course,"Orange Beach ",Alabama,36561,9,3,30.2941192,-87.5485099,no,none
palmore-park,Palmore Park,"Tuscaloosa ",Alabama,35401,18,,33.1792309,-87.6054429,no,none
patriot-hills-0,Patriot Hills,"Somerville ",Alabama,35670,10,,34.4731491,-86.798612,no,none
graham-creek-pecan-hollow,Pecan Hollow at Graham Creek Nature Preserve,"Foley ",Alabama,36542,18,5,30.347877,-87.6325522,no,none
pinson-bicentennial-park,Pinson Bicentennial Park,"Pinson ",Alabama,35126,18,,33.68376,-86.684194,yes,zip from 35126al to 35126
quail-creek-one-disc-golf-course,Quail Creek One Disc Golf Course,"Hartselle ",Alabama,35640,18,,34.3867761,-86.8659449,no,none
rainbow-city-disc-golf-course,Rainbow City Disc Golf Course,"Rainbow City ",Alabama,35906,18,4,33.9384231,-86.0731048,no,none
redstone-arsenal,Redstone Arsenal,"Huntsville ",Alabama,35808,21,4,34.6950842,-86.6510329,no,none
revelation-mountain,Revelation Mountain,"Pell City ",Alabama,35125,18,,33.6288538,-86.2767995,no,none
semmes-middle-school,Semmes Middle School,"Semmes ",Alabama,36575,9,,30.7860988,-88.2912727,no,none
shocco-springs,Shocco Springs,"Talladega ",Alabama,35160,9,,33.4560905,-86.1388557,no,none
smiths-station-disc-golf-course,Smiths Station Disc Golf Course,"Smiths Station ",Alabama,36877,18,,32.5219258,-85.1178105,no,none
southside-park-0,Southside Park,"Huntsville ",Alabama,35803,18,,34.5998105,-86.545931,no,none
sparkman-park-lakeside,Sparkman Park - Lakeside,"Hartselle ",Alabama,35640,18,,34.427332,-86.9358091,no,none
sparkman-park,Sparkman Park - Original,"Hartselle ",Alabama,35640,18,2,34.4276961,-86.9354237,no,none
sportsplex,Sportsplex,"Athens ",Alabama,35611,19,4,34.8144585,-86.941128,no,none
spring-hill-college-disc-golf-course,Spring Hill College Disc Golf Course,"Mobile ",Alabama,36608,18,,30.6915278,-88.137679,no,none
spring-street-disc-golf-course,Spring Street Disc Golf Course,"Adamsville ",Alabama,35005,9,,33.5973369,-86.9588714,no,none
springhill-hobbit-disc-golf-course,Springhill Hobbit Disc Golf Course,"Mobile ",Alabama,36607,18,1,30.6986962,-88.184456,no,none
stapleton-school-disc-golf-course,Stapleton School Disc Golf Course,"Stapleton ",Alabama,36578,9,,30.6488356,-87.9027959,no,none
steele-creek,Steele Creek,"Satsuma ",Alabama,36572,9,,30.8627794,-88.0666769,no,none
taylor-disc-golf-course,Taylor Disc Golf Course," Taylor ",Alabama,36301,9,,31.1605999,-85.4685021,no,none
admiral,The Admiral,"Semmes ",Alabama,36575,18,,30.7515927,-88.2351695,no,none
eagle-disc-golf-course,The Eagle Disc Golf Course,"Jasper ",Alabama,35504,18,,33.852593,-87.2614962,no,none
hangar,The Hangar at Robert Cardinal Park,"Tuscaloosa ",Alabama,35473,18,,33.2235187,-87.6117253,no,none
eastgate-park,The Oaks at Eastgate Park,"Ashford ",Alabama,36312,18,,31.1605265,-85.3202995,no,none
outback,The Outback at Central Park Baptist,"Decatur ",Alabama,35601,9,,34.5815254,-87.0202958,no,none
prairie-graham-creek-nature-preserve,The Prairie at Graham Creek Nature Preserve,"Foley ",Alabama,36535,18,5,30.3485203,-87.6177439,no,none
preserve-graham-creek-nature-preserve,The Preserve at Graham Creek Nature Preserve,"Foley ",Alabama,36535,18,5,30.347877,-87.6325522,no,none
ridge,The Ridge,"Springville ",Alabama,35146,18,,33.8129309,-86.4973193,no,none
river-course,The River Course,"Phenix City ",Alabama,36867,18,3,32.4706839,-84.9988778,no,none
tiger-trail-u-w-alabama,The Tiger Trail at U of W. Alabama,"Livingston ",Alabama,35470,18,,32.5950799,-88.1845254,no,none
tumble-tree-disc-golf-course,Tumble Tree Disc Golf Course,"Opelika ",Alabama,36801,18,4,32.6751084,-85.3495045,no,none
univ-ala-huntsville-uah,Univ. of Ala. Huntsville (UAH),"Huntsville ",Alabama,35805,18,,34.7251308,-86.6398951,no,none
university-mobile-disc-golf-course,University of Mobile Disc Golf Course,"Eight Mile ",Alabama,36613,18,,30.7937662,-88.1319775,no,none
university-montevallo,University of Montevallo,"Montevallo ",Alabama,35115,18,,33.1067187,-86.8654168,no,none
university-south-alabama,University of South Alabama,"Mobile ",Alabama,36608,18,,30.6959406,-88.184236,no,none
valley-disc-golf-course-0,Valley Junior High Disc Golf Course,"Jasper ",Alabama,35504,12,,33.8266058,-87.1776186,no,none
veterans-park-dgc-2,Veterans Park DGC,"Alabaster ",Alabama,35007,18,,33.1865441,-86.8281571,no,none
wallace-state-community-college,Wallace State Community College,"Hanceville ",Alabama,35057,18,,34.059845,-86.7695439,no,none
warhawk,Warhawk at Calhoun Community College,"Tanner ",Alabama,35609,18,,34.647351,-86.949278,no,none
aantiyeik-park,Aant'iyeik Park,"Juneau ",Alaska,99801,18,,58.3820892,-134.7361229,no,none
alcantra-disc-golf-big-su,Alcantra Disc Golf - Big Su,"Wasilla ",Alaska,99654,20,,61.612419,-149.3874267,no,none
alcantra,Alcantra Disc Golf - Little Su,"Wasilla ",Alaska,99654,9,4,61.612419,-149.3874267,no,none
birch-hill-disc-golf-course,Birch Hill Disc Golf Course,"Fairbanks ",Alaska,99707,18,,64.8700878,-147.6473769,no,none
birch-ridge-disc-golf-course,Birch Ridge Disc Golf Course,"Soldotna ",Alaska,99669,18,,60.4985515,-151.0043874,no,none
buoy-dunes,Buoy Dunes,"St. Paul ",Alaska,99660,9,,57.1892354,-170.2903157,no,none
davis-park-0,Davis Park,"Anchorage ",Alaska,99501,9,,61.2264053,-149.7879477,no,none
eagle-river-high-school-disc-golf-course,Eagle River High School Disc Golf Course,"Eagle River ",Alaska,99577,9,4,61.2979881,-149.5722847,no,none
eureka-disc-golf-univeristy-alaska-se,Eureka Disc Golf at Univeristy of Alaska SE," Juneau ",Alaska,99801,9,,58.3826502,-134.7356895,no,none
girdwood-forest-fair-park,Girdwood Forest Fair Park,"Girdwood ",Alaska,99587,36,4,60.961089,-149.1377219,no,none
glacier-point,Glacier Point,"Glacier Point ",Alaska,99827,18,,59.1025,-135.3822222,no,none
glass-park,Glass Park at Fort Wainwright,"Fairbanks ",Alaska,99703,18,,64.8366803,-147.686282,no,none
hanshew-middle-school,Hanshew Middle School,"Anchorage ",Alaska,99507,9,2,61.1304605,-149.8308,no,none
hilltop-ski-area,Hilltop Ski Area,"Anchorage ",Alaska,99507,18,5,61.140846,-149.7449609,no,none
hilltop-yellow-short-9,Hilltop Yellow Short 9,"Anchorage ",Alaska,99507,9,5,61.140846,-149.7449609,no,none
jack-gist-park,Jack Gist Park,"Homer ",Alaska,99603,9,4,59.6605508,-151.4824113,no,none
kenai-eagle-disc-golf-course,Kenai Eagle Disc Golf Course,"Kenai ",Alaska,99611,18,,60.558502,-151.202493,no,none
kincaid-park-disc-golf-course,Kincaid Park Disc Golf Course,"Anchorage ",Alaska,99502,18,4,61.1537359,-150.0557508,no,none
king-salmon-park,King Salmon Park,"King Salmon ",Alaska,99613,9,,58.6828474,-156.6687261,no,none
mountain-disc-golf-course-alyeska-resort,Mountain Disc Golf Course at Alyeska Resort,"Girdwood ",Alaska,99587,9,,60.9704373,-149.0985114,no,none
nikiski-recreation-center,Nikiski Recreation Center Disc Golf Course,"Nikiski ",Alaska,99611,18,,60.7050036,-151.3809706,no,none
north-point-higgins,North Point Higgins,"Ketchikan ",Alaska,99901,18,,55.4714236,-131.8111709,no,none
palmer-high-school,Palmer High School,"Palmer ",Alaska,99645,9,,61.6052401,-149.1374614,no,none
peters-creek-disc-golf-course,Peters Creek Disc Golf Course,"Chugiak ",Alaska,99567,18,4,61.4042427,-149.4561296,no,none
ravens-bowl,Raven's Bowl,"Haines ",Alaska,99827,18,,59.2345692,-135.443448,no,none
reservoir-course,Reservoir Course,"Cordova ",Alaska,99574,9,,60.5324046,-145.7542821,no,none
tsalteshi-trails,River City Disc Golf Course on Tsalteshi Trails,"Soldotna ",Alaska,99669,19,,60.4724419,-151.1006746,no,none
bernie-huss-memorial-trails,Ryan Creek Disc Golf Course,"Kenai ",Alaska,99611,9,,60.5584036,-151.2039566,no,none
schroeder-park-disc-golf-course,Schroeder Park Disc Golf Course,"Eagle River ",Alaska,99577,9,2,61.3326863,-149.5748368,no,none
service-high-school,Service High School,"Anchorage ",Alaska,99507,9,3,61.1381933,-149.7812832,no,none
seven-pastures,Seven Pastures,"Skagway ",Alaska,99840,18,,59.4669676,-135.3072326,no,none
seward-middle-school,Seward Middle School,"Seward ",Alaska,99664,9,,60.1316122,-149.4416854,no,none
soldotna-high-school,Soldotna High School,"Soldotna ",Alaska,99669,9,,60.4938,-151.096,no,none
sutton-dgc,Sutton Elementary Disc Golf Course,"Sutton ",Alaska,99674,9,,61.7158829,-148.8789561,no,none
moose-pretzel,The Moose Pretzel,"Homer ",Alaska,99603,18,5,59.6425,-151.5483333,no,none
uaf-university-alaska-fairbanks,UAF Blue Disc Golf Course,"Fairbanks ",Alaska,99709,9,,64.859408,-147.8592187,no,none
uaf-gold,UAF Gold Disc Golf Course,"Fairbanks ",Alaska,99709,18,4,64.859408,-147.8592187,no,none
westchester-lagoon-park,Westchester Lagoon Park,"Anchorage ",Alaska,99503,9,2,61.2035349,-149.9040875,no,none
av-anderson-park-disc-golf-course,A.V. Anderson Park Disc Golf Course,"Sierra Vista ",Arizona,85635,18,3,31.5412385,-110.2907771,no,none
arizona-snowbowl,Arizona Snowbowl,"Flagstaff ",Arizona,86001,18,4,35.330886,-111.7103,no,none
blanchard-discgolfcourse,Blanchard Disc Golf Course,"Tucson ",Arizona,85707,18,,32.2170333,-110.8630447,no,none
buffalo-ridge-park,Buffalo Ridge Park,"Phoenix ",Arizona,85022,27,4,33.6598173,-112.0459342,no,none
cactus-flats,Cactus Flats,"Kingman ",Arizona,86409,18,,35.2706305,-114.030317,no,none
canyon-trails-dgc,Canyon Trails Disc Golf Course,"Goodyear ",Arizona,85338,9,,33.4426864,-112.4187396,no,none
casa-grande-disc-golf-course-college-park,Casa Grande Disc Golf Course - College Park,"Casa Grande ",Arizona,85122,9,,32.9025874,-111.7519862,no,none
cerbat-cliffs-golf-course,Cerbat Cliffs Golf Course,"Kingman ",Arizona,86401,18,,35.2066415,-114.0422698,no,none
coldwater-ranch,Coldwater Ranch,"Peoria ",Arizona,85383,18,,33.7232694,-112.3203651,no,none
conocido-park,Conocido Park,"Phoenix ",Arizona,85053,18,3,33.6321135,-112.1330108,no,none
copper-sky,Copper Sky,"Maricopa ",Arizona,85139,18,,33.0409719,-112.0433987,no,none
deer-creek-canyon,Deer Creek Canyon at Haulapai Mountain,"Kingman ",Arizona,86401,9,,35.185542,-114.0053991,no,none
emerald-park,Emerald Park,"Mesa ",Arizona,85204,9,3,33.3880812,-111.7956089,no,none
emmanuel-pines-camp,Emmanuel Pines Camp,"Prescott ",Arizona,86305,18,,34.569242,-112.536662,no,none
firefighters-memorial-park,Firefighters Memorial Park,"Kingman ",Arizona,86401,9,,35.2153881,-114.030323,no,none
fort-tuthill-disc-golf-course,Fort Tuthill Disc Golf Course,"Flagstaff ",Arizona,86005,18,5,35.1395689,-111.6936545,no,none
fountain-hills-disc-golf-course,Fountain Hills Disc Golf Course,"Fountain Hills ",Arizona,85268,19,4,33.602362,-111.709004,no,none
four-seasons-disc-golf-course,Four Seasons Disc Golf Course,"Snowflake ",Arizona,85937,18,4,34.5099828,-110.121387,no,none
stripe-show-golf-club,Freedom Disc Golf at Stripe Show Golf Club,"Mesa ",Arizona,85210,18,,33.3888829,-111.8519247,no,none
freestone-park,Freestone Park,"Gilbert  ",Arizona,85234,9,,33.3587464,-111.7684971,no,none
golf-club-oasis,Golf Club at Oasis,"Florence ",Arizona,85132,9,,33.0995322,-111.4927855,no,none
grand-canyon-caverns-inn-disc-golf-course,Grand Canyon Caverns Inn Disc Golf Course,"Peach Springs  ",Arizona,86434,9,1,35.5290514,-113.4274531,no,none
grand-island-disc-golf-course,Grand Island Disc Golf Course,"Lake Havasu ",Arizona,86403,9,2,34.4572514,-114.3636753,no,none
greens-park-disc-golf-course,Greens Park Disc Golf Course,"San Tan Valley ",Arizona,85143,9,,33.155263,-111.550865,no,none
groves-park,Groves Park,"Tucson ",Arizona,85730,9,4,32.1713461,-110.8330652,no,none
hidden-cove-disc-golf-course,Hidden Cove Disc Golf Course,"Holbrook ",Arizona,86025,18,,34.919636,-110.1942099,no,none
ironside-bluffs,Ironside Bluffs,"Show Low ",Arizona,85901,18,5,34.2542084,-110.0298327,no,none
los-olivos,Los Olivos,"Phoenix ",Arizona,85016,9,3,33.4971419,-112.0200925,no,none
marana-rock-disc-golf-course,Marana Rock Disc Golf Course,"Marana ",Arizona,85743,6,4,32.3902667,-111.1349337,no,none
marbella-vineyards,Marbella Vineyards,"Gilbert ",Arizona,85298,9,3,33.240899,-111.7160052,no,none
maricopa-meadows,Maricopa Meadows,"Maricopa ",Arizona,85138,27,,33.0546417,-112.0572357,no,none
mckellips-lake,McKellips Lake,"Scottsdale ",Arizona,85257,3,,33.4529018,-111.9129381,no,none
mcpherson-park,McPherson Park,"Flagstaff ",Arizona,86001,18,3,35.2143793,-111.6384045,no,none
meadview,Meadview,"Meadview ",Arizona,86444,9,2,36.002155,-114.0684841,no,none
mesquite-grove-disc-golf-course,Mesquite Grove Disc Golf Course,"Chandler ",Arizona,85249,9,2,33.2494817,-111.8266903,no,none
mohave-valley-community-park-disc-golf-course,Mohave Valley Community Park Disc Golf Course,"Mohave Valley ",Arizona,86440,9,,34.8897227,-114.5668446,no,none
mountain-bridge-community-course,Mountain Bridge Community Course,"Mesa ",Arizona,85207,9,,33.4482554,-111.6410524,no,none
mountain-meadow-ranch,Mountain Meadow Ranch,"Payson ",Arizona,85541,18,,34.3316392,-111.0107566,no,none
mountainview-mcc,Mountainview at MCC,"Bullhead City ",Arizona,86442,9,5,35.062561,-114.5848312,no,none
northern-arizona-university-disc-golf-course,Northern Arizona University Disc Golf Course,"Flagstaff ",Arizona,86001,18,,35.1755585,-111.6589713,no,none
page-disc-golf,Page Disc Golf,"Page ",Arizona,86040,9,,36.9081932,-111.4612961,no,none
moeur-park,Papago Disc Golf Course at Moeur Park,"Phoenix (Tempe) ",Arizona,85282,18,4,33.4375762,-111.9432553,no,none
paseo-vista-recreation-area,Paseo Vista Recreation Area,"Chandler ",Arizona,85286,18,3,33.2498925,-111.8265268,no,none
ponderosa-park,Ponderosa Park,"Prescott ",Arizona,86303,18,4,34.4712085,-112.4933047,no,none
queen-creek-disc-golf,Queen Creek Disc Golf,"Queen Creek ",Arizona,85142,7,,33.2643561,-111.669271,no,none
red-mountain-north,Red Mountain - North,"Mesa, ",Arizona,85207,18,3,33.4748092,-111.677858,no,none
red-mountain-south,Red Mountain - South,"Mesa ",Arizona,85207,18,3,33.4748092,-111.677858,no,none
redline-disc-golf-course,Redline Disc Golf Course,"Glendale ",Arizona,85303,18,,33.522699,-112.2358688,no,none
ridge-line-apartments,Ridge Line Disc Golf Course,"Flagstaff ",Arizona,86001,9,,35.202774,-111.6584777,no,none
rillito-river-park-disc-golf-course,Rillito River Park Disc Golf Course,"Tucson ",Arizona,85719,18,4,32.2980191,-111.006719,no,none
riverfront-park-2,Riverfront Park,"Cottonwood ",Arizona,86326,18,4,34.7516885,-112.0221098,no,none
riverview-disc-golf-course-0,Riverview Disc Golf Course,"Bullhead City ",Arizona,86442,9,3,35.062561,-114.5848312,no,none
rumsey-park,Rumsey Park,"Payson ",Arizona,85541,9,3,34.2446364,-111.3328745,no,none
sam-lena-park,Sam Lena Park,"Tucson ",Arizona,85713,6,4,32.1820557,-110.9270995,no,none
santa-cruz-river-park,Santa Cruz River Park,"Tucson ",Arizona,85745,18,3,32.2492046,-110.9966997,no,none
sara-park-discgolfcourse,SARA Park Disc Golf Course,"Lake Havasu City ",Arizona,86406,18,,34.4487296,-114.2677715,no,none
school-house-gulch,School House Gulch,"Prescott ",Arizona,86303,18,,34.4890116,-112.4434885,no,none
sears-park,Sears Park,"Tucson ",Arizona,85711,9,4,32.2199807,-110.8652912,no,none
show-low-disc-golf-course,Show Low Disc Golf Course,"Show Low ",Arizona,85901,18,5,34.2444068,-110.0593849,no,none
skyline-ranch,Skyline Ranch,"SanTan Valley ",Arizona,85142,9,4,33.1842199,-111.5751502,no,none
sundance-park,Sundance Park,"Buckeye ",Arizona,85326,18,5,33.420496,-112.542163,no,none
sunrise-ski-resort,Sunrise Ski Resort,"Fort Apache ",Arizona,85930,18,,33.9735753,-109.5639921,no,none
sweetwater,Sweetwater,"Phoenix ",Arizona,85729,18,3,33.6007924,-112.1385504,no,none
tall-timbers-disc-golf-course,Tall Timbers Disc Golf Course,"Heber/ Overgaard ",Arizona,85928,9,,34.3973111,-110.5615556,no,none
boneyard,The Boneyard,"Globe ",Arizona,85501,9,,33.3819818,-110.7728814,no,none
lost-forrest,The Lost Forrest,"Huachuca City ",Arizona,85616,9,,31.6278703,-110.3339678,no,none
thorpe-park,Thorpe Park,"Flagstaff ",Arizona,86001,18,2,35.2022853,-111.6593045,no,none
thunderbird-paseo,Thunderbird-Paseo,"Phoenix (Glendale) ",Arizona,85304,18,2,33.607486,-112.1835332,no,none
tobin-brenard-disc-golf-course,Tobin Brenard Disc Golf Course,"Quartzite ",Arizona,85346,9,,33.6639137,-114.2299486,no,none
tortosa-disc-golf-course,Tortosa Disc Golf Course,"Maricopa ",Arizona,85138,9,,33.0637466,-111.9579766,no,none
vista-del-camino-park,Vista del Camino Park,"Phoenix (Scottsdale) ",Arizona,85257,18,4,33.4589046,-111.9136439,no,none
watson-lake,Watson Lake,"Prescott ",Arizona,86301,18,4,34.5874676,-112.4179706,no,none
wayne-ranch-disc-golf-course,Wayne Ranch Disc Golf Course,"Queen Creek ",Arizona,85140,9,,33.2643561,-111.669271,no,none
west-wetlands-park,West Wetlands Park,"Yuma ",Arizona,85364,9,2,32.7296162,-114.6376607,no,none
wilderness-ranch,Wilderness Ranch,"Lakeside ",Arizona,85929,18,,34.2018521,-109.9146411,no,none
willow-lake-disc-golf-course,Willow Lake Disc Golf Course,"Prescott ",Arizona,86301,18,,34.5907443,-112.4221878,no,none
