,id,name,city,state_x,zip,holeCount,rating,latitude,longitude,Modified,Comments,state_y,zipcode,total_pop,total_income,country,avg_income
0,adventist-discovery-park,Adventist DISCovery Park,Opelika ,Alabama,36804,3,,32.6454116,-85.3782795,no,none,AL,36804,8240,417346,USA,50648.786407766995
1,agape-disc-golf-course,Agape Disc Golf Course,Scottsboro ,Alabama,35769,9,,34.6228192,-86.0806919,no,none,AL,35769,4170,316625,USA,75929.25659472423
2,aggieland-disc-golf,Aggieland Disc Golf,Hamilton ,Alabama,35570,18,,34.142323499999996,-87.98864379999999,no,none,AL,35570,3930,174684,USA,44448.85496183206
3,agricultural-heritage-park,Agricultural Heritage Park,Auburn ,Alabama,36830,9,,32.5944595,-85.4923344,no,none,AL,36830,16600,1485585,USA,89493.07228915663
4,arab-city-park-844-shoal-creek-trail-35016,Arab City Park,Arab ,Alabama,35016,18,,34.31783529999999,-86.48182779999999,no,none,AL,35016,7210,385033,USA,53402.63522884882
5,asbury-umc-disc-golf-course,Asbury UMC Disc Golf Course,Madison ,Alabama,35758,9,,34.7345,-86.703071,no,none,AL,35758,21560,2066909,USA,95867.76437847865
6,dublin-park,Dublin Park,Madison ,Alabama,35758,9,2.0,34.709354600000005,-86.73516590000001,no,none,AL,35758,21560,2066909,USA,95867.76437847865
7,athens-state-university,Athens State University,Athens ,Alabama,35611,9,,34.8055801,-86.9645309,no,none,AL,35611,10330,514537,USA,49809.97095837367
8,sportsplex,Sportsplex,Athens ,Alabama,35611,19,4.0,34.8144585,-86.941128,no,none,AL,35611,10330,514537,USA,49809.97095837367
9,auburn-university-montgomery-aum,Auburn University Montgomery (AUM),Montgomery ,Alabama,36117,22,,32.3697457,-86.17665840000001,no,none,AL,36117,22550,1696025,USA,75211.75166297118
10,baker-high-school,Baker High School, Mobile ,Alabama,36608,9,,30.6695103,-88.25222149999999,no,none,AL,36608,15650,1313695,USA,83942.17252396166
11,langan-municipal-park,Langan Municipal Park,Mobile ,Alabama,36608,19,3.0,30.7062075,-88.1596322,no,none,AL,36608,15650,1313695,USA,83942.17252396166
12,municipal-red,Municipal Red Disc Golf Course,Mobile ,Alabama,36608,18,,30.6986962,-88.18445600000001,no,none,AL,36608,15650,1313695,USA,83942.17252396166
13,spring-hill-college-disc-golf-course,Spring Hill College Disc Golf Course,Mobile ,Alabama,36608,18,,30.6915278,-88.137679,no,none,AL,36608,15650,1313695,USA,83942.17252396166
14,university-south-alabama,University of South Alabama,Mobile ,Alabama,36608,18,,30.6959406,-88.184236,no,none,AL,36608,15650,1313695,USA,83942.17252396166
15,bowers-park,Bowers Park,Tuscaloosa ,Alabama,35405,18,4.0,33.1771041,-87.5113813,no,none,AL,35405,18530,928260,USA,50094.98111171073
16,brahan-springs-park,Brahan Springs Park,Huntsville ,Alabama,35805,18,3.0,34.7053182,-86.6003214,no,none,AL,35805,7820,218090,USA,27888.746803069054
17,calhoun-huntsville-campus-disc-golf-course,Calhoun Huntsville Campus Disc Golf Course,Huntsville ,Alabama,35805,6,,34.6824569,-86.6387445,no,none,AL,35805,7820,218090,USA,27888.746803069054
18,drake-springs,Drake Springs,Huntsville ,Alabama,35805,9,,34.7053182,-86.6003214,no,none,AL,35805,7820,218090,USA,27888.746803069054
19,mirabeau-apartments,Mirabeau Apartments,Huntsville ,Alabama,35805,9,,34.71293,-86.5957977,no,none,AL,35805,7820,218090,USA,27888.746803069054
20,univ-ala-huntsville-uah,Univ. of Ala. Huntsville (UAH),Huntsville ,Alabama,35805,18,,34.725130799999995,-86.63989509999999,no,none,AL,35805,7820,218090,USA,27888.746803069054
21,brush-creek-park,Brush Creek Park,Waterloo ,Alabama,35677,18,,34.9039299,-87.98813740000001,no,none,AL,35677,710,30781,USA,43353.52112676056
22,burnt-corn-creek-park,Burnt Corn Creek Park,Brewton ,Alabama,36426,9,4.0,31.1538647,-87.0857914,no,none,AL,36426,5590,262530,USA,46964.221824686945
23,camp-127,Camp 1:27,Clanton ,Alabama,35046,18,4.0,32.849250899999994,-86.51573909999999,no,none,AL,35046,2320,144501,USA,62284.91379310345
24,capital-city-disc-golf-course-0,Capital City Disc Golf Course,St. Stephens ,Alabama,36569,18,,31.5561333,-88.0376136,no,none,AL,36569,310,17037,USA,54958.06451612903
25,casture-pattle-dgc,Casture Pattle Disc Golf Course,Lanett ,Alabama,36863,18,4.0,32.8475631,-85.2552697,no,none,AL,36863,4620,186669,USA,40404.545454545456
26,chapman-pines-disc-golf-course,Chapman Pines Disc Golf Course,Huntsville ,Alabama,35811,18,,34.773416499999996,-86.5473357,no,none,AL,35811,12780,824683,USA,64529.186228482
27,chickasabogue-county-park-new-ridge,Chickasabogue County Park - New Ridge,Eight Mile ,Alabama,36613,18,,30.779217600000003,-88.1072892,no,none,AL,36613,4680,178405,USA,38120.72649572649
28,chickasabogue-county-park,Chickasabogue County Park - Original,Eight Mile ,Alabama,36613,18,4.0,30.779217600000003,-88.1072892,no,none,AL,36613,4680,178405,USA,38120.72649572649
29,university-mobile-disc-golf-course,University of Mobile Disc Golf Course,Eight Mile ,Alabama,36613,18,,30.7937662,-88.1319775,no,none,AL,36613,4680,178405,USA,38120.72649572649
30,chickasaw-community-park,Chickasaw Community Park,Chickasaw ,Alabama,36611,18,4.0,30.76483,-88.07426509999999,no,none,AL,36611,2450,79025,USA,32255.102040816328
31,choccolocco-park,Choccolocco Park,Oxford ,Alabama,36203,18,,33.600643299999994,-85.7865571,no,none,AL,36203,8400,446148,USA,53112.85714285714
32,citronelle-municipal-park,Citronelle Municipal Park,Citronelle ,Alabama,36522,18,5.0,31.066846999999996,-88.3166768,no,none,AL,36522,2720,129102,USA,47463.970588235294
33,clanton-disc-golf-course,Clanton Disc Golf Course,Clanton ,Alabama,35045,18,4.0,32.8434961,-86.62691679999999,no,none,AL,35045,5570,279193,USA,50124.41651705565
34,clay-disc-golf-course,Clay Disc Golf Course,Clay ,Alabama,35126,21,,33.7142894,-86.57751040000001,no,none,AL,35126,9540,510996,USA,53563.522012578615
35,pinson-bicentennial-park,Pinson Bicentennial Park,Pinson ,Alabama,35126,18,,33.68376,-86.68419399999999,yes,zip from 35126al to 35126,AL,35126,9540,510996,USA,53563.522012578615
36,cottage-hill-park,Cottage Hill Park,Mobile ,Alabama,36695,18,3.0,30.656448699999995,-88.1858075,no,none,AL,36695,21810,1495936,USA,68589.45437872536
37,creola-city-park,Creola City Park,Creola ,Alabama,36525,18,,30.8920993,-88.0378195,no,none,AL,36525,810,44403,USA,54818.51851851852
38,daphne-central-park,Daphne Central Park,Daphne ,Alabama,36526,18,5.0,30.6488356,-87.9027959,no,none,AL,36526,15800,1209247,USA,76534.62025316454
39,diamond-disc-golf,Diamond Disc Golf,Cottonwood ,Alabama,36320,9,,31.0699391,-85.37537009999998,no,none,AL,36320,1360,56416,USA,41482.35294117647
40,disc-golf-kymulga,Disc Golf Kymulga,Childersburg ,Alabama,35044,18,,33.6302375,-86.6022886,no,none,AL,35044,3110,139751,USA,44936.01286173634
41,elkahatchee-state-park,Elkahatchee State Park,Alexander City ,Alabama,35010,9,3.0,32.926169,-85.9663895,no,none,AL,35010,7840,410413,USA,52348.59693877551
42,fairhope-municipal-park,Fairhope Municipal Park,Fairhope ,Alabama,36532,20,5.0,30.524033399999997,-87.912181,no,none,AL,36532,14800,1416766,USA,95727.43243243244
43,fairview-park-disc-golf-course,Fairview Park Disc Golf Course,Fairview ,Alabama,35058,18,3.0,34.2530802,-86.68875030000001,no,none,AL,35058,4230,235723,USA,55726.47754137116
44,faith-church,Faith Church,Florence ,Alabama,35634,3,,34.8434384,-87.59981040000001,no,none,AL,35634,4560,359335,USA,78801.5350877193
45,faulkner-state-community-college,Faulkner State Community College,Bay Minette ,Alabama,36507,18,,30.8516838,-87.77735600000001,no,none,AL,36507,8040,411709,USA,51207.58706467661
46,first-baptist-church-robertsdale,First Baptist Church of Robertsdale,Robertsdale ,Alabama,36567,9,,30.547285100000003,-87.7139716,no,none,AL,36567,5880,285120,USA,48489.79591836735
47,flying-dragon-disc-golf-course,Flying Dragon Disc Golf Course,Decatur ,Alabama,35603,18,,34.5658725,-87.04087750000001,no,none,AL,35603,14270,977588,USA,68506.51716888577
48,fort-rucker-flying-disc-golf-course,Fort Rucker Flying Disc Golf Course,Fort Rucker ,Alabama,36362,18,5.0,31.335895500000003,-85.7051467,no,none,AL,36362,1400,74744,USA,53388.571428571435
49,freedom-hills-disc-golf-course,Freedom Hills Disc Golf Course,Red Bay ,Alabama,35582,9,,34.440105700000004,-88.1128152,no,none,AL,35582,1620,88251,USA,54475.92592592593
50,gattman-park,Gattman Park,Muscle Shoals ,Alabama,35661,9,,34.738670500000005,-87.65804809999999,no,none,AL,35661,7940,504595,USA,63551.00755667506
51,george-ward-park,George Ward Park,Birmingham ,Alabama,35205,24,4.0,33.4878408,-86.8199633,no,none,AL,35205,7590,493898,USA,65072.20026350461
52,golden-bear-dgc,Golden Bear DGC,Lexington ,Alabama,35648,9,,34.96925,-87.3711316,no,none,AL,35648,1570,80219,USA,51094.90445859873
53,greenbrier-woods,Greenbrier Woods,Madison ,Alabama,35756,9,,34.7109417,-86.80508640000001,no,none,AL,35756,9130,823429,USA,90189.3756845564
54,rustic-youth-camp,Greg Carter Memorial Course,Russellville ,Alabama,35653,18,,33.6373544,-86.59688009999999,no,none,AL,35653,4410,200184,USA,45393.197278911575
55,greg-carter-memorial-disc-golf-course,Greg Carter Memorial Disc Golf Course,Trussville ,Alabama,35173,18,4.0,33.6373544,-86.59688009999999,no,none,AL,35173,13140,1206986,USA,91855.85996955859
56,john-lemaster-memorial-dgc,John Lemaster Memorial Disc Golf Course,Trussville ,Alabama,35173,18,5.0,33.6302375,-86.6022886,no,none,AL,35173,13140,1206986,USA,91855.85996955859
57,ha-alexander-park,H.A. Alexander Park,Moulton ,Alabama,35650,18,,34.4815342,-87.3062929,no,none,AL,35650,5450,274852,USA,50431.55963302752
58,halawaka-park,Halawaka Park,Salem ,Alabama,36874,18,3.0,32.5968028,-85.2385527,no,none,AL,36874,3660,219136,USA,59873.22404371585
59,heritage-park-1,Heritage Park,Cullman ,Alabama,35055,18,4.0,34.15642929999999,-86.842815,no,none,AL,35055,8060,452074,USA,56088.58560794045
60,honda-park-disc-golf-course,Honda Park Disc Golf Course,Lincoln ,Alabama,35096,18,,33.6059757,-86.12589109999999,no,none,AL,35096,3450,187502,USA,54348.40579710145
61,hurricane-alley-discgolfcourse,Hurricane Alley Disc Golf Course,Irvington ,Alabama,36544,9,,30.6986962,-88.18445600000001,no,none,AL,36544,4400,188446,USA,42828.63636363637
62,indian-creek-disc-golf-course,Indian Creek Disc Golf Course,Huntsville ,Alabama,35806,20,3.0,34.7345,-86.703071,no,none,AL,35806,12190,919055,USA,75394.17555373258
63,inverness-disc-golf-park,Inverness Disc Golf Park,Birmingham ,Alabama,35242,18,4.0,33.4183388,-86.71488670000001,no,none,AL,35242,25910,3749843,USA,144725.70436125048
64,ivan-k-hill-park,Ivan K. Hill Disc Golf Course ,Winfield ,Alabama,35594,18,5.0,33.9362633,-87.8084416,no,none,AL,35594,2880,150392,USA,52219.444444444445
65,jacksonville-community-disc-golf-course,Jacksonville Community Disc Golf Course,Jacksonville ,Alabama,36265,9,1.0,33.811339399999994,-85.772768,no,none,AL,36265,7620,385187,USA,50549.475065616796
66,joe-wheeler-state-park,Joe Wheeler State Park,Rogersville ,Alabama,35652,18,,34.8256425,-87.2947417,no,none,AL,35652,3470,204063,USA,58807.78097982709
67,john-hunt-park,John Hunt Park,Huntsville ,Alabama,35802,18,1.0,34.6897827,-86.5875803,no,none,AL,35802,11470,1099678,USA,95874.28073234526
68,logan-park,Kent Robertson Park,Huntsville ,Alabama,35802,6,,34.6582711,-86.5807626,no,none,AL,35802,11470,1099678,USA,95874.28073234526
69,kudzu-cove-disc-golf-course,Kudzu Cove Disc Golf Course,Guntersville ,Alabama,35976,18,,34.407129600000005,-86.2493598,no,none,AL,35976,7080,482190,USA,68105.93220338984
70,lake-ellis-disc-golf-course,Lake Ellis Disc Golf Course,Chatom ,Alabama,36518,18,,31.4651653,-88.25445570000001,no,none,AL,36518,1010,65631,USA,64981.188118811886
71,lake-point-park,Lake Point Park,Heflin ,Alabama,36264,18,4.0,33.6472706,-85.6022306,no,none,AL,36264,3400,176324,USA,51860.0
72,lakeside-disc-golf-veterans-memorial-park,Lakeside Disc Golf at Veterans Memorial Park,Florence ,Alabama,35630,18,5.0,34.811336299999994,-87.6229231,no,none,AL,35630,12550,574613,USA,45785.896414342635
73,mcfarland-park-disc-golf,McFarland Park Disc Golf,Florence ,Alabama,35630,18,4.0,34.7838951,-87.684,no,none,AL,35630,12550,574613,USA,45785.896414342635
74,lakeview-country-club,Lakeview Country Club,McCalla ,Alabama,35111,18,5.0,33.2810418,-87.1391386,no,none,AL,35111,7290,481018,USA,65983.26474622771
75,lifepoint-disc-golf-course,Lifepoint Disc Golf Course,Albertville ,Alabama,35950,9,,34.283414,-86.2286646,no,none,AL,35950,8600,360905,USA,41965.69767441861
76,live-oak-landing,Live Oak Landing,Stockton ,Alabama,36579,18,,30.9587292,-87.8707645,no,none,AL,36579,690,39293,USA,56946.3768115942
77,magnolia-links,Magnolia Links,Mount Olive ,Alabama,35117,18,4.0,33.6356716,-86.86580119999999,no,none,AL,35117,2710,180055,USA,66440.95940959408
78,major-creek-crossing,Major Creek Crossing,Montgomery ,Alabama,36109,10,1.0,32.3898033,-86.3947661,no,none,AL,36109,11060,553570,USA,50051.537070524406
79,mastin-lake,Mastin Lake,Huntsville ,Alabama,35810,18,3.0,34.7712563,-86.61595140000001,no,none,AL,35810,13430,472617,USA,35191.13924050633
80,monte-sano-state-park,Monte Sano State Park,Huntsville ,Alabama,35801,18,4.0,34.7399425,-86.5118155,no,none,AL,35801,10480,1320028,USA,125956.87022900766
81,mrag-disc-golf-course,MRAG Disc Golf Course,Mobile ,Alabama,36618,18,,30.6986962,-88.18445600000001,no,none,AL,36618,7560,309460,USA,40933.86243386243
82,new-hope-city-park-disc-golf-course,New Hope City Park Disc Golf Course,New Hope ,Alabama,35760,18,,34.320680100000004,-86.48116590000001,no,none,AL,35760,2110,112390,USA,53265.40284360189
83,north-jasper-park,North Jasper Park,Jasper ,Alabama,35503,18,,33.8826856,-87.28966159999999,no,none,AL,35503,3330,171923,USA,51628.52852852853
84,ol-colony-disc-golf-course,Ol' Colony Disc Golf Course,Tuscaloosa ,Alabama,35406,18,,33.2568198,-87.5373611,no,none,AL,35406,6970,1011606,USA,145137.15925394546
85,oliver-park-disc-golf-course,Oliver Park Disc Golf Course,Calera ,Alabama,35040,18,,33.0947617,-86.7659345,no,none,AL,35040,7880,451614,USA,57311.421319796966
86,oscar-johnson-park,Oscar Johnson Park,Silverhill ,Alabama,36576,5,,30.546169300000003,-87.7363276,no,none,AL,36576,2130,113199,USA,53145.0704225352
87,osprey-disc-golf-course,Osprey Disc Golf Course,Orange Beach ,Alabama,36561,9,3.0,30.294119199999997,-87.5485099,no,none,AL,36561,4160,402629,USA,96785.81730769233
88,palmore-park,Palmore Park,Tuscaloosa ,Alabama,35401,18,,33.1792309,-87.6054429,no,none,AL,35401,9970,356339,USA,35741.12337011033
89,patriot-hills-0,Patriot Hills,Somerville ,Alabama,35670,10,,34.4731491,-86.798612,no,none,AL,35670,3190,175126,USA,54898.43260188088
90,graham-creek-pecan-hollow,Pecan Hollow at Graham Creek Nature Preserve,Foley ,Alabama,36542,18,5.0,30.347877,-87.6325522,no,none,AL,36542,6970,451137,USA,64725.53802008608
91,quail-creek-one-disc-golf-course,Quail Creek One Disc Golf Course,Hartselle ,Alabama,35640,18,,34.3867761,-86.8659449,no,none,AL,35640,10810,656758,USA,60754.67160037002
92,sparkman-park-lakeside,Sparkman Park - Lakeside,Hartselle ,Alabama,35640,18,,34.427332,-86.93580909999999,no,none,AL,35640,10810,656758,USA,60754.67160037002
93,sparkman-park,Sparkman Park - Original,Hartselle ,Alabama,35640,18,2.0,34.4276961,-86.9354237,no,none,AL,35640,10810,656758,USA,60754.67160037002
94,rainbow-city-disc-golf-course,Rainbow City Disc Golf Course,Rainbow City ,Alabama,35906,18,4.0,33.9384231,-86.0731048,no,none,AL,35906,4440,244166,USA,54992.34234234234
95,redstone-arsenal,Redstone Arsenal,Huntsville ,Alabama,35808,21,4.0,34.695084200000004,-86.6510329,no,none,AL,35808,430,41463,USA,96425.58139534883
96,revelation-mountain,Revelation Mountain,Pell City ,Alabama,35125,18,,33.628853799999995,-86.2767995,no,none,AL,35125,4460,205579,USA,46093.94618834081
97,semmes-middle-school,Semmes Middle School,Semmes ,Alabama,36575,9,,30.7860988,-88.29127270000001,no,none,AL,36575,8660,458579,USA,52953.69515011547
98,admiral,The Admiral,Semmes ,Alabama,36575,18,,30.751592699999996,-88.2351695,no,none,AL,36575,8660,458579,USA,52953.69515011547
99,shocco-springs,Shocco Springs,Talladega ,Alabama,35160,9,,33.4560905,-86.13885570000001,no,none,AL,35160,9610,410515,USA,42717.48178980229
100,smiths-station-disc-golf-course,Smiths Station Disc Golf Course,Smiths Station ,Alabama,36877,18,,32.521925800000005,-85.1178105,no,none,AL,36877,5060,280151,USA,55365.81027667984
101,southside-park-0,Southside Park,Huntsville ,Alabama,35803,18,,34.5998105,-86.54593100000001,no,none,AL,35803,13730,1108672,USA,80748.14275309541
102,spring-street-disc-golf-course,Spring Street Disc Golf Course,Adamsville ,Alabama,35005,9,,33.5973369,-86.9588714,no,none,AL,35005,3190,130555,USA,40926.33228840125
103,springhill-hobbit-disc-golf-course,Springhill Hobbit Disc Golf Course,Mobile ,Alabama,36607,18,1.0,30.6986962,-88.18445600000001,no,none,AL,36607,2500,157305,USA,62922.0
104,stapleton-school-disc-golf-course,Stapleton School Disc Golf Course,Stapleton ,Alabama,36578,9,,30.6488356,-87.9027959,no,none,AL,36578,870,53033,USA,60957.471264367814
105,steele-creek,Steele Creek,Satsuma ,Alabama,36572,9,,30.8627794,-88.0666769,no,none,AL,36572,2960,187881,USA,63473.31081081081
106,taylor-disc-golf-course,Taylor Disc Golf Course, Taylor ,Alabama,36301,9,,31.1605999,-85.4685021,no,none,AL,36301,15550,750238,USA,48246.81672025724
107,eagle-disc-golf-course,The Eagle Disc Golf Course,Jasper ,Alabama,35504,18,,33.852593,-87.26149620000001,no,none,AL,35504,5260,342415,USA,65097.90874524715
108,valley-disc-golf-course-0,Valley Junior High Disc Golf Course,Jasper ,Alabama,35504,12,,33.826605799999996,-87.1776186,no,none,AL,35504,5260,342415,USA,65097.90874524715
109,hangar,The Hangar at Robert Cardinal Park,Tuscaloosa ,Alabama,35473,18,,33.2235187,-87.6117253,no,none,AL,35473,7250,447488,USA,61722.48275862068
110,eastgate-park,The Oaks at Eastgate Park,Ashford ,Alabama,36312,18,,31.160526500000003,-85.3202995,no,none,AL,36312,2480,127076,USA,51240.32258064516
111,outback,The Outback at Central Park Baptist,Decatur ,Alabama,35601,9,,34.5815254,-87.0202958,no,none,AL,35601,13500,659712,USA,48867.555555555555
112,prairie-graham-creek-nature-preserve,The Prairie at Graham Creek Nature Preserve,Foley ,Alabama,36535,18,5.0,30.348520299999997,-87.61774390000001,no,none,AL,36535,14000,673450,USA,48103.571428571435
113,preserve-graham-creek-nature-preserve,The Preserve at Graham Creek Nature Preserve,Foley ,Alabama,36535,18,5.0,30.347877,-87.6325522,no,none,AL,36535,14000,673450,USA,48103.571428571435
114,ridge,The Ridge,Springville ,Alabama,35146,18,,33.8129309,-86.4973193,no,none,AL,35146,4620,322554,USA,69816.88311688311
115,river-course,The River Course,Phenix City ,Alabama,36867,18,3.0,32.4706839,-84.99887779999999,no,none,AL,36867,8660,409178,USA,47249.191685912236
116,tiger-trail-u-w-alabama,The Tiger Trail at U of W. Alabama,Livingston ,Alabama,35470,18,,32.5950799,-88.18452540000001,no,none,AL,35470,1860,81738,USA,43945.161290322576
117,tumble-tree-disc-golf-course,Tumble Tree Disc Golf Course,Opelika ,Alabama,36801,18,4.0,32.6751084,-85.34950450000001,no,none,AL,36801,9790,559225,USA,57122.0633299285
118,university-montevallo,University of Montevallo,Montevallo ,Alabama,35115,18,,33.106718699999995,-86.86541679999999,no,none,AL,35115,5350,254473,USA,47565.04672897196
119,veterans-park-dgc-2,Veterans Park DGC,Alabaster ,Alabama,35007,18,,33.1865441,-86.8281571,no,none,AL,35007,12050,743431,USA,61695.51867219917
120,wallace-state-community-college,Wallace State Community College,Hanceville ,Alabama,35057,18,,34.059845,-86.7695439,no,none,AL,35057,5330,312812,USA,58688.93058161352
121,aantiyeik-park,Aant'iyeik Park,Juneau ,Alaska,99801,18,,58.382089199999996,-134.7361229,no,none,AK,99801,12210,934332,USA,76521.86732186732
122,eureka-disc-golf-univeristy-alaska-se,Eureka Disc Golf at Univeristy of Alaska SE, Juneau ,Alaska,99801,9,,58.3826502,-134.7356895,no,none,AK,99801,12210,934332,USA,76521.86732186732
123,alcantra-disc-golf-big-su,Alcantra Disc Golf - Big Su,Wasilla ,Alaska,99654,20,,61.612418999999996,-149.3874267,no,none,AK,99654,15060,1106246,USA,73455.90969455511
124,alcantra,Alcantra Disc Golf - Little Su,Wasilla ,Alaska,99654,9,4.0,61.612418999999996,-149.3874267,no,none,AK,99654,15060,1106246,USA,73455.90969455511
125,birch-ridge-disc-golf-course,Birch Ridge Disc Golf Course,Soldotna ,Alaska,99669,18,,60.498551500000005,-151.0043874,no,none,AK,99669,7680,612402,USA,79739.84375
126,tsalteshi-trails,River City Disc Golf Course on Tsalteshi Trails,Soldotna ,Alaska,99669,19,,60.4724419,-151.1006746,no,none,AK,99669,7680,612402,USA,79739.84375
127,soldotna-high-school,Soldotna High School,Soldotna ,Alaska,99669,9,,60.4938,-151.096,no,none,AK,99669,7680,612402,USA,79739.84375
128,davis-park-0,Davis Park,Anchorage ,Alaska,99501,9,,61.226405299999996,-149.7879477,no,none,AK,99501,7690,612242,USA,79615.344603381
129,eagle-river-high-school-disc-golf-course,Eagle River High School Disc Golf Course,Eagle River ,Alaska,99577,9,4.0,61.297988100000005,-149.57228469999998,no,none,AK,99577,12770,1201986,USA,94125.7635082224
130,schroeder-park-disc-golf-course,Schroeder Park Disc Golf Course,Eagle River ,Alaska,99577,9,2.0,61.3326863,-149.5748368,no,none,AK,99577,12770,1201986,USA,94125.7635082224
131,glacier-point,Glacier Point,Glacier Point ,Alaska,99827,18,,59.1025,-135.38222219999997,no,none,AK,99827,1270,88825,USA,69940.94488188975
132,ravens-bowl,Raven's Bowl,Haines ,Alaska,99827,18,,59.2345692,-135.443448,no,none,AK,99827,1270,88825,USA,69940.94488188975
133,glass-park,Glass Park at Fort Wainwright,Fairbanks ,Alaska,99703,18,,64.8366803,-147.686282,no,none,AK,99703,3320,132232,USA,39828.9156626506
134,hanshew-middle-school,Hanshew Middle School,Anchorage ,Alaska,99507,9,2.0,61.1304605,-149.8308,no,none,AK,99507,18470,1505759,USA,81524.58040064969
135,hilltop-ski-area,Hilltop Ski Area,Anchorage ,Alaska,99507,18,5.0,61.140845999999996,-149.74496090000002,no,none,AK,99507,18470,1505759,USA,81524.58040064969
136,hilltop-yellow-short-9,Hilltop Yellow Short 9,Anchorage ,Alaska,99507,9,5.0,61.140845999999996,-149.74496090000002,no,none,AK,99507,18470,1505759,USA,81524.58040064969
137,service-high-school,Service High School,Anchorage ,Alaska,99507,9,3.0,61.1381933,-149.7812832,no,none,AK,99507,18470,1505759,USA,81524.58040064969
138,jack-gist-park,Jack Gist Park,Homer ,Alaska,99603,9,4.0,59.66055079999999,-151.48241130000002,no,none,AK,99603,5550,391997,USA,70630.09009009009
139,moose-pretzel,The Moose Pretzel,Homer ,Alaska,99603,18,5.0,59.6425,-151.5483333,no,none,AK,99603,5550,391997,USA,70630.09009009009
140,kenai-eagle-disc-golf-course,Kenai Eagle Disc Golf Course,Kenai ,Alaska,99611,18,,60.558502000000004,-151.202493,no,none,AK,99611,6450,454648,USA,70488.06201550388
141,nikiski-recreation-center,Nikiski Recreation Center Disc Golf Course,Nikiski ,Alaska,99611,18,,60.7050036,-151.3809706,no,none,AK,99611,6450,454648,USA,70488.06201550388
142,bernie-huss-memorial-trails,Ryan Creek Disc Golf Course,Kenai ,Alaska,99611,9,,60.5584036,-151.2039566,no,none,AK,99611,6450,454648,USA,70488.06201550388
143,kincaid-park-disc-golf-course,Kincaid Park Disc Golf Course,Anchorage ,Alaska,99502,18,4.0,61.153735899999994,-150.05575080000003,no,none,AK,99502,11860,1000685,USA,84374.7892074199
144,north-point-higgins,North Point Higgins,Ketchikan ,Alaska,99901,18,,55.4714236,-131.8111709,no,none,AK,99901,6280,437711,USA,69699.20382165605
145,palmer-high-school,Palmer High School,Palmer ,Alaska,99645,9,,61.60524010000001,-149.1374614,no,none,AK,99645,13180,993654,USA,75391.04704097117
146,peters-creek-disc-golf-course,Peters Creek Disc Golf Course,Chugiak ,Alaska,99567,18,4.0,61.404242700000005,-149.4561296,no,none,AK,99567,4160,350830,USA,84334.13461538461
147,seward-middle-school,Seward Middle School,Seward ,Alaska,99664,9,,60.1316122,-149.4416854,no,none,AK,99664,2260,146233,USA,64704.86725663717
148,sutton-dgc,Sutton Elementary Disc Golf Course,Sutton ,Alaska,99674,9,,61.715882900000004,-148.8789561,no,none,AK,99674,690,39601,USA,57392.75362318841
149,uaf-university-alaska-fairbanks,UAF Blue Disc Golf Course,Fairbanks ,Alaska,99709,9,,64.859408,-147.85921869999999,no,none,AK,99709,10920,849069,USA,77753.57142857143
150,uaf-gold,UAF Gold Disc Golf Course,Fairbanks ,Alaska,99709,18,4.0,64.859408,-147.85921869999999,no,none,AK,99709,10920,849069,USA,77753.57142857143
151,westchester-lagoon-park,Westchester Lagoon Park,Anchorage ,Alaska,99503,9,2.0,61.203534899999994,-149.9040875,no,none,AK,99503,7510,462394,USA,61570.43941411451
152,av-anderson-park-disc-golf-course,A.V. Anderson Park Disc Golf Course,Sierra Vista ,Arizona,85635,18,3.0,31.541238500000002,-110.2907771,no,none,AZ,85635,15260,825934,USA,54124.11533420708
153,arizona-snowbowl,Arizona Snowbowl,Flagstaff ,Arizona,86001,18,4.0,35.330886,-111.7103,no,none,AZ,86001,13030,932210,USA,71543.36147352264
154,mcpherson-park,McPherson Park,Flagstaff ,Arizona,86001,18,3.0,35.2143793,-111.6384045,no,none,AZ,86001,13030,932210,USA,71543.36147352264
155,northern-arizona-university-disc-golf-course,Northern Arizona University Disc Golf Course,Flagstaff ,Arizona,86001,18,,35.1755585,-111.6589713,no,none,AZ,86001,13030,932210,USA,71543.36147352264
156,ridge-line-apartments,Ridge Line Disc Golf Course,Flagstaff ,Arizona,86001,9,,35.202774,-111.6584777,no,none,AZ,86001,13030,932210,USA,71543.36147352264
157,thorpe-park,Thorpe Park,Flagstaff ,Arizona,86001,18,2.0,35.20228529999999,-111.65930449999999,no,none,AZ,86001,13030,932210,USA,71543.36147352264
158,buffalo-ridge-park,Buffalo Ridge Park,Phoenix ,Arizona,85022,27,4.0,33.65981729999999,-112.04593419999999,no,none,AZ,85022,23660,1529354,USA,64638.79966187658
159,cactus-flats,Cactus Flats,Kingman ,Arizona,86409,18,,35.270630499999996,-114.030317,no,none,AZ,86409,10260,443529,USA,43228.94736842105
160,canyon-trails-dgc,Canyon Trails Disc Golf Course,Goodyear ,Arizona,85338,9,,33.4426864,-112.4187396,no,none,AZ,85338,25190,1651916,USA,65578.24533545057
161,casa-grande-disc-golf-course-college-park,Casa Grande Disc Golf Course - College Park,Casa Grande ,Arizona,85122,9,,32.9025874,-111.75198619999999,no,none,AZ,85122,21460,1020838,USA,47569.33830382105
